ImageId,EncodedPixels,Score,Length
91af7c721.jpg,215954 1 216719 5 217486 6 218253 7 219019 9 219785 11 220551 12 221316 14 222082 15 222848 16 223615 16 224382 16 225149 17 225916 17 226684 17 227451 17 228218 18 228985 18 229753 17 230520 16 231288 15 232056 13 232824 11 233592 10 234361 7 235130 3,0.36794922,324
91af7c721.jpg,210581 2 211347 6 212114 7 212880 9 213647 10 214414 10 215180 12 215948 11 216715 12 217481 14 218248 14 219015 15 219782 16 220549 16 221315 18 222082 18 222848 19 223615 20 224381 21 225148 21 225915 21 226682 21 227449 20 228216 20 228983 19 229750 19 230518 17 231286 16 232054 15 232822 14 233590 13 234359 10 235128 7 235898 1,0.27055624,484
91af7c721.jpg,212885 1 213650 5 214417 6 215184 7 215950 9 216717 9 217483 11 218249 12 219015 13 219782 14 220548 16 221316 15 222083 16 222850 16 223618 16 224385 16 225153 15 225919 16 226686 14 227453 13 228220 12 228988 9 229756 8 230524 6 231292 4,0.24371381,279
91af7c721.jpg,396357 2 397123 4 397890 5 398657 6 399423 8 400189 9 400955 11 401721 12 402488 12 403255 13 404022 14 404790 13 405557 14 406324 14 407091 15 407858 16 408626 15 409393 16 410161 15 410929 13 411698 11 412467 8 413236 5,0.23717542,251
91af7c721.jpg,241345 1 242113 1 242880 3 243647 4 244414 5 245182 6 245949 7 246716 8 247484 9 248251 10 249019 10 249787 11 250554 12 251322 13 252089 16 252857 17 253624 18 254391 20 255159 20 255926 21 256694 22 257462 22 258229 23 258997 23 259765 23 260532 24 261299 25 262067 24 262834 25 263602 25 264369 26 265137 26 265904 27 266672 27 267440 27 268207 27 268974 28 269742 28 270509 29 271277 29 272044 30 272812 29 273579 30 274347 30 275115 29 275882 30 276650 30 277417 31 278185 30 278952 31 279720 31 280488 31 281255 32 282023 31 282790 32 283558 32 284325 33 285093 33 285861 33 286628 34 287396 34 288164 34 288931 35 289699 35 290466 36 291233 37 292001 37 292769 37 293536 38 294304 37 295072 37 295839 38 296606 39 297374 38 298141 39 298908 40 299676 39 300443 40 301211 40 301979 40 302746 40 303514 40 304281 40 305049 40 305817 40 306584 40 307352 40 308120 39 308888 39 309656 38 310424 38 311192 37 311960 36 312728 35 313496 35 314264 34 315032 34 315800 33 316568 33 317337 31 318106 30 318874 29 319643 28 320411 27 321180 26 321947 27 322715 26 323483 26 324251 26 325018 26 325786 26 326554 25 327322 25 328090 24 328858 24 329627 22 330396 21 331164 20 331933 19 332701 18 333470 17 334239 15 335008 13 335776 12 336544 12 337312 12,0.20524524,3412
1c34659f0.jpg,,0.0,0
e8d0db446.jpg,,0.0,0
e86e21673.jpg,,0.0,0
b3a35a231.jpg,,0.0,0
5beeae543.jpg,,0.0,0
4405e5ab1.jpg,,0.0,0
cff96e938.jpg,,0.0,0
bbbdd7365.jpg,,0.0,0
e6d2bfad0.jpg,,0.0,0
0c2cd13c0.jpg,,0.0,0
a1f1ba509.jpg,,0.0,0
12e27c677.jpg,,0.0,0
ff28ed08c.jpg,,0.0,0
53b306f7d.jpg,,0.0,0
277058de3.jpg,,0.0,0
87e072abe.jpg,176620 7 177385 11 178152 15 178918 17 179686 17 180453 18 181221 18 181988 19 182755 20 183523 20 184290 21 185058 21 185825 22 186593 22 187360 23 188128 23 188895 24 189663 24 190430 25 191198 25 191966 25 192733 24 193501 24 194268 24 195036 24 195803 24 196571 24 197338 24 198106 24 198873 24 199641 23 200408 23 201175 24 201943 23 202710 24 203478 23 204246 23 205013 23 205781 23 206548 24 207316 23 208083 24 208851 23 209618 24 210386 23 211153 23 211921 22 212688 23 213456 22 214224 22 214991 22 215759 22 216527 21 217294 22 218062 21 218830 21 219597 21 220365 20 221132 20 221900 19 222667 19 223435 19 224203 18 224970 19 225738 19 226505 19 227273 19 228041 18 228808 19 229576 18 230344 18 231111 18 231879 18 232646 18 233414 17 234181 18 234949 18 235716 18 236484 18 237251 19 238018 19 238786 19 239553 19 240321 19 241088 19 241856 18 242623 18 243390 18 244158 18 244925 18 245693 17 246461 17 247228 17 247996 17 248763 17 249530 18 250298 17 251066 16 251833 16 252601 16 253368 16 254135 16 254903 16 255670 16 256438 16 257205 16 257973 16 258740 16 259507 17 260275 16 261042 17 261810 16 262578 15 263345 16 264113 15 264880 16 265647 16 266415 16 267183 15 267950 16 268718 15 269485 16 270252 16 271020 16 271787 16 272555 16 273323 15 274090 15 274857 16 275625 15 276392 15 277159 16 277927 15 278694 15 279461 16 280228 16 280996 15 281763 15 282530 16 283298 15 284065 16 284832 16 285598 17 286365 18 287132 18 287900 18 288667 18 289435 18 290202 18 290969 19 291737 18 292504 19 293272 19 294039 19 294806 20 295574 19 296341 20 297109 19 297876 19 298644 19 299412 19 300179 19 300947 19 301713 20 302481 20 303249 19 304017 19 304785 19 305553 18 306321 18 307089 17 307857 16 308625 16 309393 15 310161 14 310929 14 311697 13 312465 12 313233 11 314001 10 314769 9 315537 8 316305 6,0.6099633,3371
87e072abe.jpg,292507 5 293275 6 294043 6 294811 6 295579 5 296345 7 297112 8 297879 9 298646 9 299413 10 300181 9 300949 9 301716 10 302484 10 303252 10 304020 10 304788 9 305555 10 306323 10 307091 10 307859 10 308626 11 309394 10 310162 10 310930 10 311697 10 312465 10 313233 9 314001 7 314770 4,0.2895764,259
87e072abe.jpg,432942 20 433710 20 434478 20 435246 20 436013 20 436780 21 437548 21 438315 21 439083 21 439850 22 440617 22 441385 22 442152 22 442919 22 443686 23 444454 22 445221 23 445988 23 446756 22 447523 22 448291 21 449058 21 449826 21 450593 21 451360 22 452128 21 452895 22 453663 21 454430 22 455198 21 455965 21 456733 20 457500 20 458267 21 459035 20 459803 19 460570 19 461338 19 462105 19 462873 18 463640 19 464408 18 465175 18 465942 18 466710 17 467477 18 468245 17 469012 18 469779 18 470547 17 471314 18 472082 17 472849 18 473617 17 474384 17 475151 17 475918 17 476686 17 477453 17 478221 17 478989 16 479756 16 480523 17 481291 16 482058 16 482826 16 483593 16 484361 15 485128 15 485895 15 486662 15 487430 15 488197 15 488964 15 489731 16 490498 16 491265 16 492032 17 492799 17 493566 17 494332 18 495099 18 495866 18 496633 19 497400 19 498168 18 498935 18 499702 19 500469 19 501237 19 502004 19 502772 18 503539 18 504307 17 505074 18 505841 18 506609 17 507376 18 508144 17 508912 17 509679 17 510447 17 511214 17 511981 17 512748 17 513516 16 514283 17 515051 16 515818 17 516585 17 517352 17 518120 17 518887 17 519655 17 520422 17 521189 18 521956 18 522723 18 523490 19 524257 19 525025 19 525792 19 526559 19 527327 19 528094 19 528862 19 529629 19 530397 18 531164 19 531931 19 532698 19 533466 19 534233 19 535001 19 535768 19 536535 20 537303 19 538070 20 538838 19 539605 19 540372 20 541138 21 541906 20 542674 20 543442 20 544210 19 544978 19 545746 18 546514 18 547282 17 548050 17 548818 17 549586 16 550354 15 551122 15 551890 14 552658 13 553426 13 554194 12 554962 11 555730 10 556498 9 557266 8,0.23446903,2955
5a3fcbd22.jpg,,0.0,0
89224e387.jpg,,0.0,0
